epoch,train_loss,train_rmse,val_rmse,learning_rate
1,0.8576769411563874,33674.772000001416,47173.535755787685,0.0008
2,0.30243859589099886,26850.748061890226,41818.18595527877,0.0008
3,0.21410968154668808,23645.715797628978,41353.737938078964,0.0008
4,0.16714097037911416,22421.835731150088,41544.32576853765,0.0008
5,0.13802903220057489,19731.322601440424,40502.10297603702,0.0008
6,0.12712785229086876,17541.397499822946,40919.77341475103,0.0008
7,0.1131515059620142,17657.4923135527,42361.05833009854,0.0008
8,0.10021296516060829,14731.287965136724,41596.447612837175,0.0008
9,0.09004685953259468,14709.47305381071,41797.916752352176,0.0008
10,0.0923869289457798,14903.040220852965,42963.12597555316,0.0008
11,0.0806971687823534,13212.861419004104,42569.27716101609,0.0008
12,0.08019828461110592,13215.016825142458,43197.34144267241,0.0008
13,0.060373611748218536,12490.757942849274,43236.39982977759,0.0008
14,0.06738811768591405,12952.696473722459,43540.48982744803,0.0008
15,0.06834218055009841,11590.629014919718,43380.938958475745,0.0008
16,0.0575181033462286,11991.919811150321,43378.052280003496,0.0008
17,0.0684609867632389,11328.096730163068,43196.04056720992,0.0004
18,0.06132882237434387,11480.853632278448,43490.00920118912,0.0004
19,0.05249112695455551,12174.103122802539,43852.80038381944,0.0004
20,0.05993077903985977,10356.906141717245,43367.014308837635,0.0004
21,0.051408786326646805,9955.497904059364,43258.50569924192,0.0004
22,0.04721787497401238,10412.441994266143,43523.05890464866,0.0004
23,0.049112848937511444,9314.013692395256,43319.384956589136,0.0004
24,0.04888883158564568,9448.781036469909,43268.78201199451,0.0004
25,0.04704324323683977,9384.715014974068,43538.84871250298,0.0004
26,0.04854220021516085,9978.673507685342,43818.78795047232,0.0004
27,0.04412714820355177,9230.188546772953,43373.106995605136,0.0004
28,0.05183157734572887,9542.11719177437,43447.71854657988,0.0002
29,0.047319093346595766,9040.95646688909,43129.39569909851,0.0002
30,0.050242002308368686,8853.655937642487,42983.64099201451,0.0002
31,0.039559707045555115,9472.613257642653,43414.11750956158,0.0002
32,0.04162435084581375,9037.318351802198,43378.73439239694,0.0002
33,0.041282397136092185,8692.199691026228,43249.159961391124,0.0002
34,0.04207298196852207,8447.847832211834,43183.87773955325,0.0002
35,0.04161541312932968,8465.270604153584,43252.13891104421,0.0002
36,0.04033668357878924,9723.892331798143,43612.88442540547,0.0002
37,0.043788676336407664,8775.473518555858,43346.095837631445,0.0002
38,0.040940893813967705,8996.10409375096,43261.94357787459,0.0002
39,0.04944852814078331,8376.540904837942,42981.16461515594,0.0001
40,0.04105044100433588,8277.758437259445,43018.42729043922,0.0001
